1,3.610294117
2,3.709677419
3,2.796296296
4,4.333333333
5,2.874285714
6,3.63507109
7,3.965260545
8,3.796610169
9,4.272727272
10,4.206521739
11,3.464088397
12,4.392156862
13,3.097484276
14,4.091836734
15,2.875
16,4.328571428
17,3.035714285
18,3.880866425
19,3.55
20,3.104166666
21,2.670391061
22,3.3515625
23,3.635761589
24,4.323529411
25,4.051282051
26,2.943925233
27,3.24
28,3.721518987
29,3.647058823
30,3.76744186
31,3.916666666
32,3.31707317
33,3.708333333
34,4.05
35,3
36,3.8
37,3.649122807
38,3.719008264
39,3.772727272
40,2.885714285
41,3.769230769
42,3.726775956
43,3.710407239
44,3.649006622
45,3.604166666
46,4.111111111
47,3.64
48,3.787878787
49,2.68372093
50,3.541666666
51,3.565217391
52,4.267857142
53,3.821428571
54,3.692307692
55,3.285714285
56,3.641711229
57,3.5
58,3.837662337
59,3.934554973
60,4.086538461
61,2.952380952
62,3.301724137
63,3.118279569
64,3.585
65,3.9375
66,3.47368421
67,3.766666666
68,3.029411764
69,3.846153846
70,3.465648854
71,3.789473684
72,3.817518248
73,3.727272727
74,3.641025641
75,3.278481012
76,3.560975609
77,3.611111111
78,3.38095238
79,4
80,3.758620689
81,3.293103448
82,3.071428571
83,3.419354838
84,3.852941176
85,3.538194444
86,3.52173913
87,3.791469194
88,3.952380952
89,4.039473684
90,4.223333333
91,3.887755102
92,3.24484536
93,3.35
94,3.6575
95,3.417266187
96,4.267857142
97,4.158730158
98,3.592592592
99,3.551470588
100,3.06779661
101,2.895522388
102,2.61574074
103,3.620689655
104,2.666666666
105,3.391304347
106,3.765625
107,3
108,3.575757575
109,3.44017094
110,3.045112781
111,3.541666666
112,3.695652173
113,3.725490196
114,3.604166666
115,3.934782608
116,3.006993006
117,3.918604651
118,4.66197183
119,3.950276243
120,3.576923076
121,3.608108108
122,3.983606557
123,3.851851851
124,3.5
125,3.439560439
126,3.533333333
127,4.130434782
128,3.663043478
129,2.6
130,3.985835694
131,4.133333333
132,3.772727272
133,3.192307692
134,3.64
135,3.381818181
136,4.342857142
137,4.319148936
138,4.274509803
139,4
140,3.428571428
141,3.429906542
142,3.636363636
143,3.9
144,3.674757281
145,3.335443037
146,3.620689655
147,4.2
148,4
149,2.888888888
150,3.84375
151,3.996742671
152,4.320754716
153,2.956521739
154,3.960784313
155,2.636363636
156,3.729729729
157,3.784313725
158,3.803468208
159,3.429906542
160,3.916666666
161,2.551724137
162,3.595238095
163,3.304347826
164,4.126984126
165,4
166,3.55
167,3.376811594
168,3.333333333
169,3.972972972
170,3.772727272
171,3.464285714
172,3.185185185
173,4.209302325
174,3.581920903
175,3.736842105
176,3.698412698
177,3.617391304
