943,2,5.0
943,23,4.0
943,38,3.0
943,53,3.0
943,62,3.0
943,72,2.0
943,92,5.0
943,100,5.0
943,124,3.0
943,161,4.0
943,181,4.0
943,187,5.0
943,196,5.0
943,205,5.0
943,218,4.0
943,229,2.0
943,234,3.0
943,282,5.0
943,373,3.0
943,399,1.0
943,406,3.0
943,423,3.0
943,449,1.0
943,475,5.0
943,546,4.0
943,569,2.0
943,595,2.0
943,672,5.0
943,722,3.0
943,763,4.0
943,808,4.0
943,840,4.0
943,1028,2.0
943,1188,3.0
942,71,5.0
942,117,4.0
942,174,5.0
942,210,4.0
942,259,4.0
942,282,5.0
942,313,3.0
942,323,3.0
942,414,4.0
942,479,4.0
942,498,5.0
942,528,5.0
942,615,3.0
942,689,3.0
942,892,3.0
942,1204,4.0
941,117,5.0
941,257,4.0
941,300,4.0
941,763,3.0
940,7,4.0
940,47,3.0
940,70,3.0
940,98,4.0
940,150,3.0
940,168,3.0
940,174,4.0
940,193,3.0
940,209,4.0
940,258,5.0
940,272,4.0
940,300,5.0
940,315,4.0
940,343,2.0
940,358,1.0
940,436,4.0
940,516,4.0
940,568,3.0
940,655,4.0
940,708,3.0
940,855,5.0
940,1401,1.0
939,121,5.0
939,252,3.0
939,266,2.0
939,285,5.0
939,411,4.0
939,546,4.0
939,717,4.0
939,890,2.0
939,1028,5.0
938,1,4.0
938,50,5.0
938,117,3.0
938,126,4.0
938,220,4.0
938,240,2.0
938,252,4.0
938,260,4.0
938,284,2.0
938,291,4.0
938,323,3.0
938,370,5.0
938,456,1.0
938,476,4.0
938,595,2.0
938,685,3.0
938,762,4.0
938,840,2.0
938,871,2.0
938,988,3.0
938,1016,3.0
938,1152,3.0
937,19,1.0
937,124,4.0
937,225,2.0
937,258,4.0
937,286,4.0
937,300,4.0
937,408,5.0
937,874,3.0
936,6,5.0
936,16,4.0
936,50,4.0
936,111,4.0
936,124,4.0
936,181,4.0
936,243,2.0
936,250,5.0
936,257,3.0
936,272,4.0
936,281,4.0
936,289,5.0
936,301,3.0
936,323,3.0
936,340,4.0
936,410,3.0
936,535,2.0
936,696,2.0
936,766,3.0
936,827,2.0
936,904,5.0
936,952,4.0
936,1008,5.0
936,1023,2.0
936,1115,4.0
936,1190,3.0
936,1258,2.0
936,1344,5.0
935,1,3.0
935,118,4.0
935,148,4.0
935,274,5.0
935,286,5.0
935,476,4.0
935,717,4.0
935,924,4.0
934,2,4.0
934,56,5.0
934,70,4.0
934,88,4.0
934,99,3.0
934,134,4.0
934,152,4.0
934,161,4.0
934,172,5.0
934,179,2.0
934,191,5.0
934,199,4.0
934,210,4.0
934,223,5.0
934,234,2.0
934,269,2.0
934,313,3.0
934,389,3.0
934,414,5.0
934,428,4.0
934,451,4.0
934,483,3.0
934,501,4.0
934,514,5.0
934,533,3.0
934,584,4.0
934,624,4.0
934,657,3.0
934,674,4.0
